ID	ISBN	Price	Title	Teaser	Auth_1	Auth_2	Auth_3	Review	Reviewer	Issue_date	Issue	Record_type	Sub_headline	Headline	Publisher	Pub_date	Categories	SubCategories	Metadata	Image	Field21
1205	807125881	$28.95	An Absolute Massacre: The New Orleans Race Riot of July 30, 1866		Hollandsworth Jr., James G.			Please see print version for full text.	Vandal, Gilles	Fall 2001	2001-09-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AbsoluteMassacre.jpg"">"	
1206	195140036	$35.00	Death of an Overseer: Reopening a Murder Investigation from the Plantation South		Wayne, Michael			Please see print version for full text.	Vanderford, Chad	Fall 2001	2001-09-01	Review			Oxford University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DeathOfOverseer.jpg"">"	
1207	439073367	$15.95	Girl in Blue		Rinaldi, Ann			Please see print version for full text.	Rougeau, R. Nichole	Fall 2001	2001-09-01	Review			Scholastic					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GirlinBlue.jpg"">"	
1208	684859149	$27.50	Gettysburg Day Three		Wert, Jeffry D.			Please see print version for full text.	Bushnell, William D.	Fall 2001	2001-09-01	Review			Simon & Schuster Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/gettysburgdaythree.jpg"">"	
1209	689829353	$16.00	The War Within: A Novel of the Civil War		Matas, Carol			Please see print version for full text.	Rougeau, R. Nichole	Fall 2001	2001-09-01	Review			Simon & Schuster Books for Young Readers					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WarWithin.jpg"">"	
1210	1585441031	$34.95	Lafayette of the South: Prince Camille de Polignac and the American Civil War		Kinard, Jeff			Please see print version for full text.	Bergeron Jr., Arthur W.	Fall 2001	2001-09-01	Review			Texas A&M University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LafayetteOfSouth.jpg"">"	
1245	1572331011	$46.00	The Blues in Gray: The Civil War Journal of William Daniel Dixon and the Republican Blues Daybook		Durham, Roger S.			Please see print version for full text.	Groce, W. Todd	Winter 2002	2001-12-01	Review			University of Tennessee Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/thebluesingray.jpg"">"	
1246	375409181	$27.50	The Reel Civil War: Mythmaking in American Film		Chadwick, Bruce			Please see print version for full text.	Slotkin, Richard	Winter 2002	2001-12-01	Review			Knopf Alfred A					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/reelcivilwar.jpg"">"	
1247	873386884	$18.00	Fiction as Fact:  The Horse Soldiers and Popular Memory		York, Neil Longley			Please see print version for full text.	Slotkin, Richard	Winter 2002	2001-12-01	Review			Kent State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/fictionasfact.jpg"">"	
1248	195115090	$30.00	Intimate Strategies of the Civil War: Military Commanders and Their Wives		Bleser, Carol K.	Gordon, Lesley J.		Please see print version for full text.	Levin, Kevin M.	Winter 2002	2001-12-01	Review			Oxford University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/IntimateStrategies.jpg"">"	
1250	826309348	$17.95	I Married a Soldier		Lane, Lydia Spencer			Please see print version for full text.	Blanton, DeAnne	Winter 2002	2001-12-01	Review			University of New Mexico Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/imarriedasoldier.jpg"">"	
1251	786236647	$28.95	Fire on the Waters:  A Novel of the Civil War at Sea		Poyer, David			Please see print version for full text.	Still Jr., William N.	Winter 2002	2001-12-01	Review			Thorndike Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/fireonthewaters.jpg"">"	
1252	807127027	$49.95	A Rebel Wife in Texas:  The Diary and Letters of Elizabeth Scott Neblett, 1852-1864		Murr, Erika L.			Please see print version for full text.	Galante-DeAngelis, Meg	Winter 2002	2001-12-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ARebelWifeinTexas.jpg"">"	
1253	821413813	$29.95	Headquarters in the Brush:  Blazer's Independent Union Scouts		Stephenson, Darl L.			Please see print version for full text.	Sutherland,Daniel E.	Winter 2002	2001-12-01	Review			Ohio University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/headquartersbrush.jpg"">"	
1254	1577470680	$14.95	Papa Was a Boy in Gray: Memories of Confederate Veterans Related by Their Living Daughters		Schaller, Mary W.			Please see print version for full text.	Abraham, Jennifer	Winter 2002	2001-12-01	Review			Thomas Publications					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/PapawasaBoyinGray.jpg"">"	
1255	786409673	$45.00	African American Southerners in Slavery, Civil War and Reconstruction		Nolen, Claude H.			Please see print version for full text.	Lepschy, Wolfgang	Winter 2002	2001-12-01	Review			McFarland & Company, Incorporated Publishers					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/africanamericansoutherners.jpg"">"	
1256	807849189	$18.95	Time Full of Trial: The Roanoke Island Freedmen's Colony, 1862-1867		Click, Patricia C.			Please see print version for full text.	Smith, John David	Winter 2002	2001-12-01	Review			The University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TimeFullOfTrial.jpg"">"	
1257	811703568	$26.95	Clashes of Cavalry: The Civil War Careers of George Armstrong Custer and Jeb Stuart		Hatch, Thom			Please see print version for full text.	Allen, Stacy D.	Winter 2002	2001-12-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/clashesofcavalry.jpg"">"	
1258	1891515039		General Wesley Merritt:  Brandy Station to Manila Bay		Alberts, Don E.			Please see print version for full text.	Allen, Stacy D.	Winter 2002	2001-12-01	Review			The General's Books					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DonAlbertsGeneralWesleyMerritt.jpg"">"	
1259	1565548248	$11.95	Civil War in Tennessee		Cottrell, Steve			Please see print version for full text.	Cheathem, Mark R.	Winter 2002	2001-12-01	Review			Pelican Publishing Company, Incorporated					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/civilwarintennessee.jpg"">"	
1260	1881325474	$25.00	From the Flame of Battle to the Fiery Cross: The 3rd Tennessee Volunteer Infantry		Eldik, James Van			Please see print version for full text.	Cheathem, Mark R.	Winter 2002	2001-12-01	Review			Yucca Tree Press					"<img hspace=6 align=LEFT width=161 height=238 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/VanEldikFromtheFlameofBattle.jpg"">"	
1261	807125938	$29.95	The Civil War Diary of a Common Soldier:  William Wiley of the 77th Illinois Infantry		Winschel, Terrence J.			Please see print version for full text.	Anderson, William M.	Winter 2002	2001-12-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/civilwardiaryofacommonsoldi.jpg"">"	
1262	399147373	$30.00	With My Face to the Enemy: Perspectives on the Civil War		Cowley, Robert			Please see print version for full text.	Neely Jr.,  Mark E.	Winter 2002	2001-12-01	Review			Penguin USA					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/withmyfacetotheenemy.jpg"">"	
1263	813920183	$35.00	Exile in Richmond: The Confederate Journal of Henri Garidel		Chesson, Michael Bedout	Roberts, Leslie Jean		Please see print version for full text.	Duplantier, Jean-Marc	Winter 2002	2001-12-01	Review			University Press of Virginia					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ExileinRichmond.jpg"">"	
1264	865262950		Letters from a North Carolina Unionist: John A. Hedrick to Benjamin S. Hedrick, 1862-1865		Browning, Judkin	Smith, Michael Thomas		Please see print version for full text.	Rubin, Anne Sarah	Winter 2002	2001-12-01	Review			North Carolina Division of Archives & History					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/lettersfromancunionist.jpg"">"	
1265	826213480	$34.95	A Prussian Observes the American Civil War:  The Military Studies of Justus Scheibert		Trautmann, Frederic			Please see print version for full text.	Crowe, Ian	Winter 2002	2001-12-01	Review			University of Missouri Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/aprussianobservestheamerica.jpg"">"	
1266	842028684	$17.95	A Short History of the Civil War at Sea		Tucker, Spencer C.			Please see print version for full text.	Joiner, Gary D.	Winter 2002	2001-12-01	Review			Scholarly Resources, Inc.					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CivilWaratSea.jpg"">"	
1267	60009225	$7.50	Call Each River Jordan		Parry, Owen			Please see print version for full text.	Bennett, James Gordon	Winter 2002	2001-12-01	Review			HarperCollins Publishers					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/calleachriverjordan.jpg"">"	
1268	807126969	$29.95	Lee in the Shadow of Washington		McCaslin, Richard B.			Please see print version for full text.	Coski, John M.	Winter 2002	2001-12-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LeeintheShadowofWashington.jpg"">"	
1269	878441581	$9.95	Make It Three: The Story of the C.S.S. H.L. Hunley Civil War Submarine		Clary, Margie Willis			Please see print version for full text.	Rose, Julia	Winter 2002	2001-12-01	Review			Sandlapper Publishing Company, Incorporated					"<img hspace=6 align=LEFT width=161 height=253 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ClaryMakeitThree.jpg"">"	
1270	873387082	$35.00	The Business of Captivity:  Chemung Valley Elmira and Its Civil War Prison		Gray, Michael P.			Please see print version for full text.	Urwin, Gregory J. W.	Winter 2002	2001-12-01	Review			Kent State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/businessofcaptivity.jpg"">"	
1271	700611371	$34.95	Lincoln and Davis:  Imagining America, 1809-1865		Dirck, Brian R.			Please see print version for full text.	Cooper, William J.	Winter 2002	2001-12-01	Review			University Press of Kansas					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/lincolnanddavisimagining.jpg"">"	
1285	820322881	$45.00	Enemies of the Country: New Perspectives on Unionists in the Civil War South		Inscoe, John C.	Kenzer, Robert C.		Please see print version for full text.	Hettle, Wallace	Spring 2002	2002-03-01	Review			University of Georgia Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/EnemiesoftheCountry.jpg"">"	
1286	803218184	$34.95	Struggle for the Heartland: The Campaign from Fort Henry to Corinth		Engle, Stephen D.			Please see print version for full text.	Paskoff, Paul F.	Spring 2002	2002-03-01	Review			University of Nebraska Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/strugglefortheheartland.jpg"">"	
1287	807127035	$39.95	Campbell Brown's Civil War:  With Ewell and the Army of Northern Virginia		Jones, Terry L.			Please see print version for full text.	Deppen,  John	Spring 2002	2002-03-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CampbellBrown'sCivilWar.jpg"">"	
1288	252026497	$34.95	Lincoln's Rail-Splitter: Governor Richard J. Oglesby		Plummer, Mark A.			Please see print version for full text.	Vandiver, Frank E.	Spring 2002	2002-03-01	Review			University of Illinois Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LincolnsRailSplitter.jpg"">"	
1289	873514076	$34.95	No More Gallant a Deed:  A Civil War Memoir of the First Minnesota Volunteers		Wright, James A.	Keillor, Steven J.		Please see print version for full text.	Laff, Michael	Spring 2002	2002-03-01	Review			Minnesota Historical Society Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/NoMoreGallantADeed.jpg"">"	
1290	700610995	$29.95	While God Is Marching On:  The Religious World of Civil War Soldiers		Woodworth, Steven E.			Please see print version for full text.	Jones, Carolyn M.	Spring 2002	2002-03-01	Review			University Press of Kansas					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WhileGodisMarchingON.jpg"">"	
1291	1929175485	$16.95	Reconstructed Yankee		Maples, Jack			Please see print version for full text.	Stauffer, John	Spring 2002	2002-03-01	Review			Cote Literary Group					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ReconstructedYankee.jpg"">"	
1292	813920345	$17.50	Ashe County's Civil War:  Community and Society in the Appalachian South		Crawford, Martin			Please see print version for full text.	Fisher, Noel	Spring 2002	2002-03-01	Review			University Press of Virginia					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AsheCoutny'sCivilWar.jpg"">"	
1293	66214440	$24.95	Enemy Women:  A Novel		Jiles, Paulette			Please see print version for full text.	Pulliam, June	Spring 2002	2002-03-01	Review			Morrow, William & Co					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/EnemyWomen.jpg"">"	
1294	811701395	$26.95	Army Life in Virginia: The Civil War Letters of George G. Benedict		Ward, Eric			Please see print version for full text.	Wickman, Don	Spring 2002	2002-03-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ArmyLifeinVirginia.jpg"">"	
1295	1883620082	$44.95	Civil War Medicine: Challenges and Triumphs		Bollet  M.D.,  Alfred Jay			Please see print version for full text.	Smith, JaNeen M.	Spring 2002	2002-03-01	Review			Galen Press, Limited					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CivilWarMedicine.jpg"">"	
1296	084202929X	$17.95	The Mosby Myth:  A Confederate Hero in Life and Legend		Ashdown, Paul	Caudill, Edward		Please see print version for full text.	Alexander, Ted	Spring 2002	2002-03-01	Review			Scholarly Resources, Inc.					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheMosbyMyth.jpg"">"	
1297	521652677	$30.00	Final Freedom: The Civil War, the Abolition of Slavery, and the Thirteenth Amendment		Vorenberg, Michael			Please see print version for full text.	Hardy Jr., James D.	Spring 2002	2002-03-01	Review			Cambridge University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/FinalFreedom.jpg"">"	
1298	807849685	$19.95	The Irish in the South, 1815-1877		Gleeson, David T.			Please see print version for full text.	Gannon, James P.	Spring 2002	2002-03-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheIrishintheSouth.jpg"">"	
1299	865591865	$14.95	Terrain of Freedom:  American Art and the Civil War Museum Studies, Vol. 27, No. 1		Art Institute of Chicago			Please see print version for full text.	Bassham, Ben	Spring 2002	2002-03-01	Review			The Art Institute of Chicago					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TerrainofFreedom.jpg"">"	
1300	811703401	$26.95	Cathy Williams: From Slave to Buffalo Solider		Tucker, Phillip Thomas			Please see print version for full text.	Berkowitz, L. M.	Spring 2002	2002-03-01	Review			Stackpole					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CathyWilliams.jpg"">"	
1301	684849445	$40.00	The Longest Night:  A Military History of the Civil War		Eicher, David J.			Please see print version for full text.	Janda, Lance	Spring 2002	2002-03-01	Review			Simon & Schuster Trade					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheLongestNight.jpg"">"	
1302	1585441317	$24.95	Civil War in the Southwest:  Recollections of the Sibley Brigade		Thompson, Jerry			Please see print version for full text.	Parrish, T. Michael	Spring 2002	2002-03-01	Review			Texas A&M University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CivilWarintheSouthwest.jpg"">"	
1303	1570034079	$34.95	Northern Naval Superiority and the Economics of the American Civil War		Surdam, David G.			Please see print version for full text.	Majewski, John	Spring 2002	2002-03-01	Review			University of South Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/NothernNavalSuperiority.jpg"">"	
1304	807826367	$29.92	The Free State of Jones: Mississippi's Longest Civil War		Bynum, Victoria E.			Please see print version for full text.	Robins, Glenn	Spring 2002	2002-03-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/FreeStateofJones.jpg"">"	
1305	765301148	$21.95	We Look Like Men of War		Forstchen, William R.			Please see print version for full text.	Hollandsworth Jr., James G.	Spring 2002	2002-03-01	Review			Doherty, Tom Associates, LLC					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WelooklikeMenofWar.jpg"">"	
1306	807849316	$24.95	Faulkner's County:  The Historical Roots of Yoknapatawpha		Doyle, Don H.			Please see print version for full text.	Atkinson,Ted	Spring 2002	2002-03-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/FaulknersCounty.jpg"">"	
1307	813122171	$29.95	Blood on the Moon: The Assassination of Abraham Lincoln		Steers Jr., Edward			Please see print version for full text.	Pinsker, Matthew	Spring 2002	2002-03-01	Review			University Press of Kentucky					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/BloodontheMoon.jpg"">"	
1308	374291950	$24.00	The Wolf Pit		Youmans, Marly			Please see print version for full text.	Thomas III, William G.	Spring 2002	2002-03-01	Review			Farrar, Straus and Giroux					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheWolfPit.jpg"">"	
1309	1892041421	$45.00	Lincoln's Assassins:  Their Trial and Execution		Swanson, James L.	Weinberg, Daniel R.		Please see print version for full text.	McNamara, George	Spring 2002	2002-03-01	Review			Arena Editions					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/Lincoln'sAssassins.jpg"">"	
1310	1572331348	$19.50	Wilderness:   A Tale of the Civil War		Warren, Robert Penn			Please see print version for full text.	Gramm, Kent	Spring 2002	2002-03-01	Review			University of Tennessee Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/Wilderness.jpg"">"	
1311	813122090	$35.00	Perryville:  This Grand Havoc of Battle		Noe, Kenneth W.			Please see print version for full text.	Benson, John	Spring 2002	2002-03-01	Review			University Press of Kentucky					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/PerryvilleThisGrandHavocofBattle.jpg"">"	
1312	208024468	$25.00	Tragic Prelude:  Bleeding Kansas		Zeinert,  Karen			Please see print version for full text.	Langum, Connie	Spring 2002	2002-03-01	Review			Shoe String Press, Incorporated					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TragicPrelude.jpg"">"	
1313	070061124X	$34.95	Civil War: St. Louis		Gerteis, Louis S.			Please see print version for full text.	Ligget, Larry G.	Spring 2002	2002-03-01	Review			University Press of Kansas					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CivilWarStLouis.jpg"">"	
1314	805061584	$16.95	Ghost Soldier		Alphin, Elaine Marie			Please see print version for full text.	Yoder, Carolyn P.	Spring 2002	2002-03-01	Review			Henry Holt & Company, Incorporated					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GhostSoldier.jpg"">"	
1315	195141636	$20.00	The Boy of Chancellorville:  And Other Civil War Stories		Marten, James			Please see print version for full text.	Clayton, Nancy	Spring 2002	2002-03-01	Review			Oxford University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/BoyofChancellorville.jpg"">"	
1351	811708985	$36.95	Lee's Cavalrymen: A History of the Mounted Forces of the Army of Northern Virginia 1861-1865		Longacre, Edward G.			Please see print version for full text.	Reedy, Jory V.	Summer 2002	2002-06-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/leescavalrymen.jpg"">"	
1352	743222261	$21.00	The Runaway Quilt		Chaverini, Jennifer			Please see print version for full text.	Cash, Floris Barnett	Summer 2002	2002-06-01	Review			Simon & Schuster					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/runawayquilt.jpg"">"	
1353	155849300X	$45.00	Young Charles Sumner and the Legacy of the American Enlightenment 1811-1851		Taylor, Anne-Marie			Please see print version for full text.	Palmer, Beverly Wilson	Summer 2002	2002-06-01	Review			University of Massachusetts Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/YoungCharlesSumner.jpg"">"	
1354	811709973	$24.95	My Brother's Keeper: Union and Confederate Soldiers' Acts of Mercy During the Civil War		Rolph, Daniel N.			Please see print version for full text.	Mehaffey, Karen Rae	Summer 2002	2002-06-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/MyBrother'sKeeper.jpg"">"	
1355	807127523	$34.95	Blood Image: Turner Ashby in the Civil War and the Southern Mind		Anderson, Paul Christopher			Please see print version for full text.	Engle, Stephen D.	Summer 2002	2002-06-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/BloodImage.jpg"">"	
1356	306811197	$27.50	Four Years With the Iron Brigade: The Civil War Journal of William Ray		Herdegen, Lance			Please see print version for full text.	Murphy, Sherry	Summer 2002	2002-06-01	Review			Da Capo Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/FourYearswiththeIronBrigade.jpg"">"	
1357	807826731	$45.00	Fredericksburg! Fredericksburg!		Rable, George C.			Please see print version for full text.	Levin, Kevin M.	Summer 2002	2002-06-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/Fredericksburg.jpg"">"	
1358	1878086936	$24.95	Death by Journalism? One Teacher's Fateful Encounter with Political Correctness		Bledsoe, Jerry			Please see print version for full text.	Brundage, W. Fitzhugh	Summer 2002	2002-06-01	Review			Down Home Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DeathbyJournalism.jpg"">"	
1359	811714322	$26.95	Elmira: Death Camp of the North		Horigan, Michael			Please see print version for full text.	Speer, Lonnie	Summer 2002	2002-06-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/elmira.jpg"">"	
1360	080322012X	$49.95	On to Atlanta: The Civil War Diaries of John Hill Ferguson, Illinois Tenth Regiment of Volunteers		Ellison, Janet Correll	Weitz, Mark A.		Please see print version for full text.	Bourne, Frank Edward	Summer 2002	2002-06-01	Review			University of Nebraska Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ontoatlanta.jpg"">"	
1361	842029311	$18.95	The Loyal, True, and Brave:  America's Civil War Soldiers		Woodworth, Steven E.			Please see print version for full text.	Gordon, Lesley J.	Summer 2002	2002-06-01	Review			Scholarly Resources, Inc.					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/loyaltrueandbrave.jpg"">"	
1362	253340322	$29.95	November: Lincoln's Elegy at Gettysburg		Gramm, Kent			Please see print version for full text.	Mann, Robert	Summer 2002	2002-06-01	Review			Indiana University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/november.jpg"">"	
1363	1574883054	$27.50	War of Words: Abraham Lincoln and the Civil War Press		Maihafer, Harry J.			Please see print version for full text.	Hardy Jr., James D.	Summer 2002	2002-06-01	Review			Brassey's, Inc.					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/warofwords.jpg"">"	
1364	684865858	$35.00	Look Away! A History of the Confederate States of America		Davis, William C.			Please see print version for full text.	Willis, John C.	Summer 2002	2002-06-01	Review			The Free Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LookAway.jpg"">"	
1365	439369088	$4.99	Flying Free:  Corey's Underground Railroad Diary, Book Two		Wyeth, Sharon Dennis			Please see print version for full text.	Smith, Edna Jordan	Summer 2002	2002-06-01	Review			Scholastic, Inc.					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/flyingfree.jpg"">"	
1366	807849820	$19.95	Listening to Nineteenth-Century America		Smith, Mark M.			Please see print version for full text.	Grele, Ronald J.	Summer 2002	2002-06-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/listeningtonineteenthcentur.jpg"">"	
1367	823221458	$50.00	Union Soldiers and the Northern Home Front: Wartime Experiences, Postwar Adjustments		Cimbala, Paul A.	Miller, Randall M.		Please see print version for full text.	Hattaway, Herman	Summer 2002	2002-06-01	Review			Fordham University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/unionsoliderandthenorthern.jpg"">"	
